,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist,cluster_km,cluster_ag
373,0.72,0.391,0.18181818181818182,0.30919092367636947,0.0342,0.163,8.29e-05,0.046,0.786,0.559443862947971,Proud Mary,Creedence Clearwater Revival,33,0
374,0.641,0.612,0.18181818181818182,0.6891129956451982,0.0361,0.0474,0.0588,0.102,0.854,0.6317815096471809,Run Through the Jungle,Creedence Clearwater Revival,31,0
375,0.435,0.618,0.36363636363636365,0.5477423790969516,0.0324,0.0601,0.00282,0.167,0.695,0.6016682259005735,Suzie Q,Creedence Clearwater Revival,17,20
376,0.58,0.849,0.18181818181818182,0.5352280540912216,0.0325,0.0316,0.0405,0.341,0.929,0.6609268333348771,Sweet Hitch Hiker,Creedence Clearwater Revival,44,29
377,0.413,0.711,0.18181818181818182,0.7116204446481778,0.0556,0.00365,0.000227,0.416,0.538,0.5967682175640753,The Midnight Special,Creedence Clearwater Revival,44,8
378,0.513,0.92,0.5454545454545454,0.7644281457712583,0.0511,0.0166,0.0282,0.178,0.963,0.7696718198575385,Travelin' Band,Creedence Clearwater Revival,0,44
379,0.589,0.85,0.18181818181818182,0.788310795324318,0.0343,0.0606,0.779,0.274,0.813,0.6035532007521375,Up Around the Bend,Creedence Clearwater Revival,40,46
380,0.598,0.797,0.6363636363636364,0.7585147834059133,0.0332,0.0424,0.000407,0.0717,0.622,0.5722820700451098,Who'll Stop the Rain,Creedence Clearwater Revival,1,47
381,0.567,0.159,0.6363636363636364,0.4442814577125831,0.0331,0.914,0.0,0.111,0.436,0.6804110819848277,Helplessly Hoping,"Crosby, Stills & Nash",39,2
382,0.595,0.366,0.18181818181818182,0.5267934907173962,0.0346,0.455,0.000486,0.11,0.362,0.4937152066988394,Long Time Gone,"Crosby, Stills & Nash",12,21
383,0.669,0.446,0.18181818181818182,0.5599358239743295,0.0312,0.476,3.04e-06,0.153,0.587,0.37772672959178955,Southern Cross,"Crosby, Stills & Nash",21,14
384,0.451,0.364,0.8181818181818182,0.4682099472839789,0.0436,0.469,0.0,0.197,0.298,0.7141877935142045,Suite: Judy Blue Eyes,"Crosby, Stills & Nash",13,11
385,0.463,0.495,0.09090909090909091,0.5105202842081137,0.041,0.059,1.25e-06,0.271,0.532,0.548842616178364,Carry On,"Crosby, Stills, Nash & Young",33,3
386,0.445,0.529,0.0,0.5684162273664909,0.026,0.261,0.0162,0.184,0.749,0.3672505302939079,Ohio,"Crosby, Stills, Nash & Young",21,42
387,0.458,0.539,0.36363636363636365,0.5013981205592483,0.0571,0.121,0.00944,0.17,0.56,0.550801693235395,Woodstock,"Crosby, Stills, Nash & Young",33,3
388,0.625,0.726,1.0,0.5472381388952555,0.0444,0.0158,0.000169,0.0625,0.507,0.5786687538787874,(I Just) Died in Your Arms,Cutting Crew,18,12
389,0.273,0.537,0.18181818181818182,0.6292917717167086,0.0306,0.0241,0.0,0.0922,0.232,0.3789123648792597,High Enough,Damn Yankees,4,34
390,0.679,0.672,0.36363636363636365,0.7487508595003437,0.0339,0.0481,0.0243,0.063,0.926,0.4790939152826536,I HEAR YOU KNOCKING,Dave Edmunds,0,7
391,0.467,0.445,0.9090909090909092,0.5135915654366262,0.0477,0.294,1.56e-05,0.0841,0.535,0.6504367398734705,Headkeeper,Dave Mason,23,11
392,0.564,0.759,0.4545454545454546,0.6105432042172816,0.0272,0.0439,6.5e-05,0.589,0.919,0.5390425995053678,Only You Know And I Know,Dave Mason,38,31
393,0.624,0.388,0.36363636363636365,0.681870272748109,0.0242,0.336,0.0,0.0918,0.445,0.3979520002964088,We Just Disagree,Dave Mason,30,10
394,0.606,0.492,0.6363636363636364,0.4646802658721063,0.041,0.515,0.000325,0.443,0.55,0.5553265591567169,Welcome To The Boomtown,David & David,19,9
395,0.547,0.308,0.0,0.5312858125143249,0.0377,0.505,0.0,0.109,0.41,0.5313081818097611,Changes,David Bowie,12,21
396,0.651,0.699,0.36363636363636365,0.7092826037130414,0.0277,0.039,0.0659,0.124,0.832,0.6196472735019777,China Girl,David Bowie,17,0
397,0.54,0.723,0.09090909090909091,0.3874856749942699,0.0414,0.13,6.52e-06,0.601,0.429,0.5651543641567632,Diamond Dogs,David Bowie,7,8
398,0.786,0.555,0.9090909090909092,0.5988539995415998,0.0471,0.454,0.0173,0.0826,0.673,0.4404449837438287,Fame,David Bowie,23,49
399,0.855,0.723,0.0,0.6340591336236534,0.0378,0.549,0.144,0.083,0.962,0.5059096508859845,Fashion,David Bowie,21,42
400,0.576,0.672,0.8181818181818182,0.5413247765299105,0.0472,0.0771,0.0,0.335,0.744,0.43739289915616114,Friday on My Mind,David Bowie,18,6
401,0.68,0.701,0.5454545454545454,0.5950034380013751,0.036,0.316,4.72e-06,0.111,0.933,0.5015190952120713,Golden Years,David Bowie,0,7
402,0.49,0.758,0.6363636363636364,0.7723584689433876,0.0297,0.000671,0.484,0.092,0.435,0.5192434164821831,Heroes,David Bowie,49,37
403,0.58,0.571,0.8181818181818182,0.6520284208113682,0.0321,0.378,5.13e-06,0.358,0.818,0.5935123519113739,Jean Genie,David Bowie,47,9
404,0.654,0.743,0.9090909090909092,0.7288562915425165,0.0605,0.0125,0.0272,0.153,0.632,0.5318963680656545,Let's Dance,David Bowie,20,12
405,0.358,0.938,0.0,0.8142562457024982,0.0483,0.00375,9.2e-06,0.117,0.944,0.8467844274215213,Modern Love,David Bowie,43,43
406,0.426,0.798,1.0,0.6435938574375428,0.0399,0.00622,0.00112,0.0981,0.767,0.4337526283126002,Panic in Detroit,David Bowie,22,6
407,0.635,0.686,0.8181818181818182,0.35260142104056835,0.053,0.209,0.0176,0.282,0.464,0.5834992913976602,Rebel Rebel,David Bowie,18,32
408,0.299,0.443,0.0,0.4913591565436626,0.0346,0.0748,0.000138,0.177,0.434,0.6462592280402745,Space Oddity,David Bowie,4,3
409,0.486,0.45,0.4545454545454546,0.5978455191382076,0.0267,0.166,2.06e-06,0.54,0.55,0.46525069702387023,Starman,David Bowie,7,8
410,0.519,0.902,0.18181818181818182,0.6132477652991061,0.051,0.021,0.000742,0.294,0.624,0.5515195583508554,Stay,David Bowie,44,8
411,0.455,0.884,0.18181818181818182,0.65005730002292,0.0385,0.364,0.0,0.277,0.784,0.6606906325549514,Suffragette City,David Bowie,3,15
412,0.614,0.763,0.36363636363636365,0.6596837038734815,0.133,0.171,0.0,0.119,0.885,0.39012958623181027,Young Americans,David Bowie,17,7
413,0.44,0.565,0.6363636363636364,0.5355489342195736,0.121,0.048,0.0,0.213,0.495,0.7462277346029511,Ziggy Stardust,David Bowie,15,32
414,0.676,0.292,1.0,0.4076094430437772,0.34,0.723,0.00189,0.433,0.649,0.3464185477820284,Rock On,David Essex,39,2
415,0.489,0.443,0.18181818181818182,0.4969516387806554,0.0276,0.021,0.00337,0.333,0.471,0.6061884604340537,There's No Way Out Of Here,David Gilmour,33,3
416,0.432,0.539,0.18181818181818182,0.7280311712124684,0.0622,0.747,0.085,0.0896,0.325,0.6196982187682362,Frenchette,David Johansen,36,38
417,0.582,0.748,0.36363636363636365,0.7980747192298876,0.0521,0.432,0.0,0.0707,0.433,0.5332116822126919,California Girls,David Lee Roth,46,38
418,0.567,0.707,0.7272727272727273,0.56314462525785,0.0523,0.426,3.07e-06,0.0547,0.747,0.5765244213080892,Just A Gigolo / I Ain't Got Nobody,David Lee Roth,23,41
419,0.582,0.691,0.18181818181818182,0.4482236992894797,0.0432,0.0026,0.0,0.125,0.795,0.6371353939921637,Yankee Rose,David Lee Roth,31,0
420,0.38,0.938,0.6363636363636364,0.7864771945908777,0.0384,0.0109,0.0257,0.366,0.604,0.44763752906195875,Burn,Deep Purple,5,47
421,0.338,0.461,0.8181818181818182,0.5775842310336923,0.0396,0.17,0.564,0.0927,0.351,0.5867875767652535,Child In Time,Deep Purple,49,37
422,0.298,0.895,0.8181818181818182,0.719367407746963,0.0547,0.0283,0.00574,0.305,0.544,0.8046434294500691,Highway Star,Deep Purple,14,12
423,0.577,0.664,0.9090909090909092,0.650332340132936,0.0461,0.00533,0.111,0.142,0.164,0.5022369603275317,Hush,Deep Purple,29,36
424,0.343,0.396,0.0,0.593399037359615,0.0363,0.035,0.00364,0.189,0.314,0.7938708213303198,Kentucky Woman,Deep Purple,4,3
425,0.356,0.66,0.6363636363636364,0.5449919779967911,0.0632,0.196,0.587,0.0934,0.409,0.869945998017766,Lazy,Deep Purple,49,37
426,0.521,0.721,0.18181818181818182,0.7169837267934906,0.0254,0.00348,0.0113,0.391,0.611,0.4519215628155133,Perfect Strangers,Deep Purple,44,8
427,0.632,0.586,0.0,0.55040110016044,0.0284,0.0983,0.581,0.0535,0.89,0.5291036411971212,Smoke On The Water,Deep Purple,40,46
428,0.624,0.815,0.8181818181818182,0.5866605546642218,0.0425,0.00343,0.622,0.175,0.758,0.5983336266545634,Space Truckin',Deep Purple,6,27
429,0.582,0.543,0.8181818181818182,0.4719229887691955,0.0351,0.14,0.00149,0.115,0.421,0.5881399420150242,Woman From Tokyo,Deep Purple,34,36
430,0.583,0.921,1.0,0.8308503323401328,0.0468,0.00153,0.0178,0.188,0.613,0.5535712631647199,Animal,Def Leppard,20,12
431,0.65,0.921,0.8181818181818182,0.7942241576896629,0.0359,0.000798,0.0298,0.134,0.648,0.5548402634333405,Armageddon It,Def Leppard,20,47
432,0.329,0.676,0.8181818181818182,0.6556956222782488,0.0324,0.0366,0.0,0.18,0.529,0.36225326281273446,Bringin' On The Heartbreak,Def Leppard,18,12
433,0.608,0.787,0.8181818181818182,0.762640385056154,0.0277,0.000337,0.00782,0.111,0.474,0.5270334108318899,Foolin',Def Leppard,20,12
434,0.659,0.846,0.6363636363636364,0.8174192069676827,0.0274,0.0318,0.0144,0.203,0.659,0.4956048129382451,Hysteria,Def Leppard,1,47
435,0.59,0.743,0.0,0.7454503781801511,0.0347,0.067,0.00093,0.0847,0.412,0.60110782797173,Love Bites,Def Leppard,48,34
436,0.375,0.948,0.6363636363636364,0.7539307815723126,0.0881,0.00318,0.302,0.216,0.218,0.6623301438509063,On Through The Night,Def Leppard,24,25
437,0.602,0.877,0.36363636363636365,0.7670868668347466,0.0515,0.000343,0.635,0.0551,0.617,0.5728054168712197,Photograph,Def Leppard,40,46
438,0.267,0.953,0.09090909090909091,0.8453357781343112,0.096,0.00211,0.0,0.283,0.568,0.39361702127659576,Pour Some Sugar On Me,Def Leppard,16,4
439,0.706,0.785,1.0,0.7184964473985789,0.041,0.00802,0.0319,0.195,0.636,0.49043155271908784,Rock of Ages,Def Leppard,22,12
440,0.557,0.94,0.18181818181818182,0.8089846435938574,0.0539,0.000486,0.0163,0.074,0.451,0.6173686306838707,Rock Rock,Def Leppard,16,4
441,0.521,0.916,1.0,0.757185422874169,0.0467,0.000249,0.00116,0.948,0.398,0.37976454024212897,Rocket,Def Leppard,11,23
442,0.536,0.812,0.36363636363636365,0.731652532661013,0.0441,0.00306,0.000455,0.116,0.338,0.4384859066867978,Too Late for Love,Def Leppard,37,19
443,0.641,0.812,0.0,0.7057070822828329,0.0293,0.155,4.43e-05,0.078,0.822,0.5223140266212173,Enjoy the Silence,Depeche Mode,43,0
444,0.404,0.695,0.18181818181818182,0.787439834975934,0.034,0.587,0.0383,0.159,0.646,0.6166044516899934,Bell Bottom Blues,Derek & The Dominos,3,38
445,0.303,0.648,0.0,0.7584231033692412,0.0512,0.642,0.053,0.407,0.644,0.7890912290777055,Have You Ever Loved a Woman,Derek & The Dominos,36,5
446,0.404,0.902,0.09090909090909091,0.8920467568187027,0.0665,0.577,0.297,0.287,0.497,0.5357080002593577,Layla,Derek & The Dominos,10,40
447,0.551,0.577,0.2727272727272727,0.7403162961265184,0.0455,0.119,0.00366,0.118,0.699,0.34124065617502947,Recognition,Detective,17,7
448,0.751,0.267,0.18181818181818182,0.5289938115975246,0.0511,0.578,0.0,0.102,0.726,0.5831056234311174,ANGELOS,Dick Siegel,2,48
449,0.476,0.901,0.7272727272727273,0.7604400641760256,0.0975,0.0642,0.158,0.0557,0.109,0.42587926898174305,Holy Diver,Dio,24,25
450,0.512,0.947,0.8181818181818182,0.8104973641989457,0.0401,0.000692,0.114,0.0283,0.612,0.5440074472716494,Rainbow In the Dark,Dio,20,47
451,0.286,0.895,0.8181818181818182,0.7929864771945908,0.104,0.00209,0.141,0.0562,0.58,0.8001370890801138,The Last In Line,Dio,14,22
452,0.246,0.265,0.7272727272727273,0.506119642447857,0.0343,0.496,0.749,0.0625,0.118,0.36608342055780435,Brothers In Arms,Dire Straits,27,35
453,0.617,0.68,1.0,0.537932615173046,0.0467,0.162,0.348,0.113,0.561,0.6426050630331885,Down To The Waterline,Dire Straits,49,27
454,0.613,0.744,0.18181818181818182,0.5314233325693329,0.0303,0.483,0.166,0.0659,0.869,0.647704221046879,Expresso Love,Dire Straits,21,42
455,0.608,0.844,0.8181818181818182,0.6498280999312399,0.0477,0.00281,0.00107,0.116,0.722,0.6929945627506738,Industrial Disease,Dire Straits,32,47
456,0.633,0.798,0.09090909090909091,0.6429979371991748,0.0281,0.166,0.617,0.0812,0.963,0.6838012578849378,Lady Writer,Dire Straits,40,46
457,0.667,0.655,0.18181818181818182,0.6418060967224386,0.0367,0.0491,0.000894,0.0641,0.657,0.6215878250076418,Money for Nothing,Dire Straits,31,18
458,0.602,0.574,0.4545454545454546,0.6954389181755671,0.0278,0.437,0.00415,0.0751,0.486,0.40440352355986997,Romeo And Juliet,Dire Straits,46,10
459,0.689,0.463,0.36363636363636365,0.5328443731377492,0.0285,0.249,0.18,0.0589,0.702,0.5300854954195574,So Far Away,Dire Straits,17,7
460,0.565,0.873,0.18181818181818182,0.6420352968141187,0.0331,0.148,0.097,0.112,0.902,0.6509554553117387,Solid Rock,Dire Straits,43,0
461,0.73,0.868,0.4545454545454546,0.7341278936511574,0.0288,0.0632,0.0661,0.318,0.923,0.6864504117303792,Sultans of Swing,Dire Straits,0,19
462,0.461,0.936,0.36363636363636365,0.7551684620673847,0.109,0.435,9.13e-05,0.124,0.804,0.7984697894571088,Walk of Life,Dire Straits,3,44
463,0.454,0.79,1.0,0.8699977079990832,0.0285,0.00604,3.09e-05,0.225,0.362,0.46418084643244195,Counting Blue Cars,Dishwalla,29,12
464,0.508,0.46,1.0,0.718679807471923,0.0404,0.325,0.0,0.648,0.565,0.35122592836169286,Drift Away,Dobie Gray,35,13
465,0.298,0.612,0.2727272727272727,0.6572541829016731,0.0379,0.0194,9.67e-05,0.0906,0.343,0.7258635222630814,Alone Again,Dokken,15,10
466,0.542,0.839,0.2727272727272727,0.8680265872106347,0.0487,4.91e-05,0.0,0.0471,0.611,0.560518344927241,In My Dreams,Dokken,5,19
467,0.523,0.842,1.0,0.7272977309190922,0.0473,0.0145,0.0015,0.112,0.343,0.6117646513954372,Into The Fire,Dokken,29,12
468,0.711,0.269,0.8181818181818182,0.3994499197799679,0.0314,0.164,0.000133,0.0827,0.823,0.5171731861169518,Heavy Metal,Don Felder,42,26
469,0.702,0.558,0.6363636363636364,0.5220261288104515,0.0288,0.0304,0.0,0.0528,0.903,0.5322946674200392,All She Wants to Do Is Dance,Don Henley,42,7
470,0.756,0.773,0.4545454545454546,0.7650699060279623,0.0306,0.0848,0.0026,0.0792,0.954,0.45565446141590793,Dirty Laundry,Don Henley,0,7
471,0.557,0.577,0.7272727272727273,0.5118038047215218,0.027,0.0796,2.31e-05,0.0604,0.445,0.425518020730092,Sunset Grill,Don Henley,34,6
472,0.516,0.549,0.5454545454545454,0.4400183360073344,0.0373,0.501,0.00572,0.184,0.907,0.8194823960948138,The Boys Of Summer,Don Henley,8,48
473,0.579,0.529,0.18181818181818182,0.5405454962181985,0.025,0.201,0.0,0.231,0.38,0.40828462657119835,The Heart of the Matter,Don Henley,4,3
474,0.731,0.505,0.4545454545454546,0.550355260142104,0.0262,0.212,0.0,0.0409,0.396,0.463092470289647,The Last Worthless Evening,Don Henley,30,10
475,0.531,0.481,0.36363636363636365,0.5331652532661013,0.06,0.699,0.0,0.0842,0.491,0.6412156466806843,American Pie,Don McLean,36,21
476,0.652,0.788,0.5454545454545454,0.7258766903506761,0.0266,0.0164,1.74e-06,0.0837,0.868,0.48673107383358494,Ah! Leah!,Donnie Iris,0,6
477,0.677,0.93,0.8181818181818182,0.5856520742608297,0.041,0.00814,0.000235,0.326,0.383,0.5120416083883697,Love Is Like A Rock,Donnie Iris,20,32
478,0.516,0.513,0.18181818181818182,0.5765757506303002,0.0288,0.159,0.00957,0.0612,0.694,0.46191146639001845,Season of the Witch,Donovan,33,20
479,0.629,0.677,0.09090909090909091,0.7380701352280541,0.0299,0.122,9.72e-06,0.0962,0.627,0.6149695717818802,Sunshine Superman,Donovan,48,18
480,0.614,0.56,0.8181818181818182,0.6954847581939032,0.0699,0.201,0.0,0.214,0.826,0.6591946942820885,COVER OF THE ROLLING STONE,Dr. Hook & the Medicine Show,42,26
481,0.789,0.494,0.09090909090909091,0.44180609672243865,0.0456,0.0923,0.000408,0.144,0.826,0.484410748524903,Right Place Wrong Time,Dr. John,31,0
482,0.448,0.813,0.0,0.6027962411184964,0.057,0.000486,0.0145,0.846,0.235,0.5645800720643949,"Anything, Anything",Dramarama,45,33
483,0.468,0.858,0.09090909090909091,0.6280540912216365,0.0543,0.166,0.000304,0.0807,0.526,0.3611880436091479,"Hey, Hey (What Can I Do?)",Led Zeppelin,48,18
484,0.544,0.873,0.8181818181818182,0.7295438918175567,0.0525,0.0415,1.82e-05,0.0925,0.676,0.6525718096684853,Rio,Duran Duran,20,47
485,0.465,0.812,0.6363636363636364,0.7766215906486362,0.0467,0.00591,0.000494,0.408,0.811,0.6771089024537092,Already Gone,Eagles,32,47
486,0.228,0.224,0.6363636363636364,0.48549163419665364,0.0311,0.946,0.000222,0.273,0.18,0.27927268685334244,Desperado,Eagles,39,2
487,0.81,0.511,0.0,0.7740545496218199,0.0409,0.0778,0.000226,0.0714,0.858,0.5240554284496893,Heartache Tonight,Eagles,31,0
488,0.579,0.508,0.18181818181818182,0.6351592940637176,0.027,0.00574,0.000494,0.0575,0.609,0.6813929362072639,Hotel California,Eagles,33,18
489,0.707,0.346,1.0,0.5016273206509282,0.0251,0.69,0.145,0.1,0.49,0.3941033169999722,I Can't Tell You Why,Eagles,13,49
490,0.448,0.55,0.8181818181818182,0.7294522117808846,0.026,0.0226,0.205,0.0425,0.709,0.3789123648792597,In The City,Eagles,18,6
491,0.667,0.755,0.8181818181818182,0.737749255099702,0.069,0.0966,6.94e-05,0.0523,0.883,0.5072990672384887,Life in the Fast Lane,Eagles,22,6
492,0.669,0.673,0.6363636363636364,0.6227824891129956,0.0248,0.203,0.0271,0.164,0.867,0.6144925388341871,Lyin' Eyes,Eagles,0,7
493,0.649,0.425,0.36363636363636365,0.6201696080678432,0.0267,0.378,0.0013,0.108,0.651,0.49733232060319194,New Kid In Town,Eagles,21,7
494,0.655,0.606,0.6363636363636364,0.593857437542975,0.0285,0.0603,0.0789,0.0757,0.765,0.5097351772432127,One of These Nights,Eagles,42,6
495,0.568,0.634,0.36363636363636365,0.5044235617694246,0.0282,0.494,0.00281,0.252,0.866,0.6608342055780436,Peaceful Easy Feeling,Eagles,21,48
496,0.356,0.331,0.6363636363636364,0.56268622507449,0.0435,0.445,0.0,0.891,0.263,0.5186922813290231,Seven Bridges Road,Eagles,35,13
497,0.575,0.67,0.6363636363636364,0.5936282374512949,0.0318,0.343,4.95e-06,0.129,0.74,0.6446475050713697,Take It Easy,Eagles,23,41
498,0.435,0.423,1.0,0.6667430666972266,0.024,0.0916,0.000659,0.132,0.451,0.42209079372724834,Take It to the Limit,Eagles,34,11
499,0.632,0.397,0.6363636363636364,0.4806325922530368,0.0265,0.536,0.0421,0.106,0.731,0.5121296047573616,Tequila Sunrise,Eagles,8,14
500,0.559,0.393,0.0,0.5613110245244097,0.0237,0.717,0.0,0.0532,0.669,0.4173112014746339,The Best of My Love,Eagles,2,48
501,0.803,0.521,0.0,0.7134998853999541,0.0276,0.139,0.00899,0.081,0.969,0.46063783473355624,The Long Run,Eagles,31,0
502,0.62,0.425,1.0,0.6431812972725188,0.039,0.0322,0.0551,0.0845,0.893,0.7229781676377144,Those Shoes,Eagles,42,26
503,0.576,0.545,0.4545454545454546,0.7392619757047902,0.0281,0.0871,0.000502,0.267,0.649,0.39014811178317693,Victim of Love,Eagles,17,7
504,0.555,0.568,0.18181818181818182,0.5104286041714416,0.0341,0.364,0.00167,0.116,0.583,0.45622412212043467,Witchy Woman,Eagles,21,14
505,0.642,0.641,0.18181818181818182,0.4994728397891358,0.049,0.154,1.23e-06,0.0475,0.85,0.5572300595596477,Baby Hold On,Eddie Money,31,0
506,0.506,0.667,0.18181818181818182,0.5588356635342654,0.037,0.035,6.22e-05,0.11,0.856,0.4191544938356228,Gimme Some Water,Eddie Money,31,0
507,0.614,0.789,0.8181818181818182,0.60045840018336,0.0342,0.0342,0.00132,0.114,0.899,0.5265934289869302,Shakin',Eddie Money,22,6
508,0.608,0.768,0.09090909090909091,0.6155856062342424,0.0364,0.101,1.41e-06,0.0942,0.748,0.614580535203179,Take Me Home Tonight,Eddie Money,31,18
509,0.486,0.83,0.2727272727272727,0.5741462296584918,0.037,0.0104,0.000475,0.0635,0.652,0.7033642401281969,Think I'm In Love,Eddie Money,28,19
510,0.623,0.68,0.18181818181818182,0.4622965849186339,0.0282,0.0056,0.000425,0.148,0.737,0.6007512111079206,Two Tickets To Paradise,Eddie Money,31,0
511,0.628,0.669,0.18181818181818182,0.39899151959660784,0.0932,0.0901,0.898,0.237,0.5,0.4453172037532767,Frankenstein,Edgar Winter Group,26,24
512,0.674,0.686,0.18181818181818182,0.5231721292688517,0.0597,0.29,0.00322,0.189,0.814,0.575236895488102,Free Ride,Edgar Winter Group,21,42
513,0.59,0.671,0.09090909090909091,0.4976392390556956,0.154,0.0939,0.0,0.248,0.736,0.5063635268944692,WAR,Edwin Starr,31,15
514,0.226,0.382,0.0,0.40756360302544115,0.0281,0.748,0.0084,0.131,0.33,0.7833807278689132,CAN'T GET IT OUT OF MY HEAD,Electric Light Orchestra,36,21
515,0.494,0.571,0.18181818181818182,0.8011918404767361,0.0332,0.0394,0.000518,0.602,0.712,0.5745005048212748,Do Ya,Electric Light Orchestra,44,8
516,0.638,0.867,0.18181818181818182,0.7733669493467796,0.0331,0.144,0.000733,0.0846,0.805,0.5358145221797164,Don't Bring Me Down,Electric Light Orchestra,43,15
517,0.677,0.619,0.8181818181818182,0.7285812514325005,0.0334,0.457,0.000149,0.221,0.74,0.5540251391732046,Evil Woman,Electric Light Orchestra,47,49
518,0.339,0.58,0.6363636363636364,0.6710061884024753,0.0485,0.178,0.711,0.0699,0.157,0.5519826971350236,Fire On High,Electric Light Orchestra,49,37
519,0.549,0.651,0.0,0.7445794178317671,0.0323,0.583,0.0,0.121,0.368,0.5688177919395326,Livin' Thing,Electric Light Orchestra,36,38
520,0.337,0.823,0.36363636363636365,0.6116892046756818,0.298,0.371,0.484,0.0872,0.59,0.7989051399142267,Roll Over Beethoven,Electric Light Orchestra,40,40
521,0.442,0.327,0.8181818181818182,0.481732752693101,0.0267,0.772,0.0,0.325,0.318,0.4418066117692828,Strange Magic,Electric Light Orchestra,39,2
522,0.609,0.611,0.0,0.6478111391244556,0.0298,0.513,0.0,0.093,0.916,0.5642697690790023,Sweet Talkin' Woman,Electric Light Orchestra,21,42
523,0.467,0.367,0.8181818181818182,0.6956681182672473,0.0298,0.771,2.27e-05,0.0847,0.205,0.3281616169101233,Telephone Line,Electric Light Orchestra,13,2
524,0.548,0.72,0.09090909090909091,0.6217281686912675,0.0409,0.0686,0.000232,0.107,0.458,0.6528682184903529,Turn To Stone,Electric Light Orchestra,4,18
525,0.533,0.826,0.9090909090909092,0.6460692184276873,0.058,0.0208,0.00188,0.348,0.531,0.41188784631202585,All The Girls Love Alice,Elton John,20,32
526,0.665,0.673,0.0,0.7054778821911528,0.0493,0.259,7.62e-06,0.497,0.779,0.6143165460962032,Bennie And The Jets,Elton John,44,15
527,0.602,0.536,0.36363636363636365,0.6234242493696998,0.0288,0.183,1.9e-05,0.0802,0.506,0.5768764067840569,Candle in the Wind,Elton John,15,18
528,0.539,0.48,0.6363636363636364,0.4572083428833371,0.0355,0.0994,0.000162,0.132,0.645,0.3761844774405098,Captain Fantastic,Elton John,18,6
529,0.621,0.8,0.36363636363636365,0.7360073344029336,0.0344,0.0263,1.51e-05,0.0591,0.968,0.6942913513463445,Crocodile Rock,Elton John,0,44
530,0.688,0.477,0.0,0.5223470089388035,0.029,0.38,4.93e-05,0.0864,0.897,0.6116720236386035,DANIEL,Elton John,21,42
531,0.424,0.446,0.0,0.6790740316296127,0.0261,0.121,1.89e-06,0.0921,0.354,0.6470095128706268,Don't Let The Sun Go Down On Me,Elton John,4,3
532,0.403,0.764,0.8181818181818182,0.6777905111162044,0.0451,0.0221,0.17,0.245,0.196,0.6424892783371465,Funeral for a Friend (Love Lies Bleeding),Elton John,29,12
533,0.559,0.473,0.4545454545454546,0.7163878065551226,0.0279,0.446,0.00141,0.154,0.397,0.5614492538834187,Goodbye Yellow Brick Road,Elton John,46,10
534,0.566,0.466,0.2727272727272727,0.6543662617465047,0.0264,0.187,0.0,0.105,0.426,0.6138441445363517,Harmony,Elton John,15,18
535,0.48,0.776,0.18181818181818182,0.8109099243639697,0.0432,0.334,0.000217,0.133,0.95,0.7925925582860159,Honky Cat,Elton John,28,43
536,0.305,0.594,0.4545454545454546,0.5886316754526701,0.0447,0.15,0.000303,0.39,0.426,0.6751174056817867,Levon,Elton John,15,32
537,0.449,0.455,0.8181818181818182,0.5404996561998624,0.0436,0.427,0.00256,0.0721,0.388,0.6318695060161728,Madman Across The Water,Elton John,13,11
538,0.601,0.532,0.9090909090909092,0.6518909007563602,0.0286,0.432,6.25e-06,0.0925,0.341,0.6325132689261664,Rocket Man,Elton John,13,11
539,0.513,0.979,0.0,0.7782718313087325,0.0425,0.0195,0.0951,0.0906,0.94,0.7080234162969276,Saturday Night's Alright for Fighting,Elton John,43,43
540,0.457,0.428,0.09090909090909091,0.6208572083428834,0.0283,0.329,2.21e-06,0.169,0.151,0.6019877916616493,Someone Saved My Life Tonight,Elton John,12,3
541,0.403,0.525,0.4545454545454546,0.6441897776759109,0.0941,0.393,0.0,0.214,0.58,0.383752165173816,Take Me to the Pilot,Elton John,46,14
542,0.506,0.86,0.4545454545454546,0.6900756360302543,0.0609,0.135,2.2e-05,0.0803,0.682,0.7178836410118656,Teacher I Need You,Elton John,5,19
543,0.586,0.86,0.09090909090909091,0.7603942241576895,0.0584,0.0372,0.00109,0.1,0.943,0.6153493455848981,THE BITCH IS BACK,Elton John,43,43
544,0.414,0.428,0.0,0.5612193444877378,0.0278,0.382,0.000243,0.148,0.282,0.6718985911318185,Tiny Dancer,Elton John,12,3
545,0.589,0.412,0.36363636363636365,0.4370845748338299,0.0309,0.352,0.00211,0.113,0.371,0.5962819218406987,Where To Now St. Peter,Elton John,30,3
546,0.554,0.315,0.2727272727272727,0.5643823057529223,0.0298,0.828,5.53e-06,0.101,0.325,0.5935447716262656,Your Song,Elton John,36,21
547,0.633,0.621,0.9090909090909092,0.5430208572083428,0.0313,0.042,0.0172,0.186,0.593,0.5248520271584584,Fooled around and Fell in Love,Elvin Bishop,18,6
548,0.557,0.32,0.09090909090909091,0.57520055008022,0.0438,0.739,3.99e-05,0.112,0.377,0.8181207680693596,Alison,Elvis Costello,36,21
549,0.644,0.814,1.0,0.7932156772862708,0.0385,0.00933,0.000617,0.107,0.965,0.643758278605767,Pump It Up,Elvis Costello,22,28
550,0.63,0.757,0.0,0.7613568645427458,0.0359,0.128,4.9e-05,0.355,0.737,0.7131827823525598,Veronica,Elvis Costello,44,15
